,,,Alto,CT
9300,9499,b,Alto,DR
5201,5299,b,Bancroft,DR
,,,Bishops,WAY
,,,Blair,WAY
,,,Cedar,LN
,,,Dillon,DR
9300,9399,b,Fuerte,DR
9100,9599,b,Grossmont,BLVD
,,,Grossmont Summit,DR
,,,Knoll,CT
,,,Lovell,LN
9100,9399,b,Madison,AVE
,,,Mesa,TER
,,,Mesa Vista,AVE
,,,Mocking Bird,LN
,,,Mollywoods,AVE
,,,Shirley,CT
,,,Shirley,DR
,,,Virginian,LN
,,,Wister,DR
